comment,rating
"kecewa bgt sama Instagram, pas foto disimpan di draft dulu, sebelum nyalain data seluler ada, waktu di nyalain itu foto hilang semua yg di draft... padahal tadi foto bareng keluarga kecil yg tadi quality time... plisss kembalikan foto tadi kalo bisaaa, anak dan suamiku waktu mau diajak foto bersama,, pdhal sebelum nya susah bgt diajak foto ini giliran mau ehhhhhhh, Instagram berulah ((((((((((((",2
bagus,5
balikin fitur notes pada postingan 😭😭😭😭😭,5
ok,5
good,5
"kok beda sama pisbuk sih, gak nyangka",5
sangat membantu,5
Tolong jangan menghapus arsip milikku,1
tambahin tata cara main Ig nya🙏,5
kalau mau bikin video udah gk ada suara nyaa,2
"apk nya makin jelek, fitur notes di hapus, trus di akun pertama ga ter update apa apa sedangkan di akun kedua bisa semua,contoh nya musik di profil di akun kdua bisa di akun prtama ga bisa, trus fitur komen di cerita orang di akun kedua bisa di akun pertama gabisa, dulu apk ini pling bagus pdhal kok mlah jadi gini sih, kcewa bnrr",1
ok,5
tidak bisa live,1
kalok bisah bikn kayak yg sebelah bisah carik tambahan cuan,5
👍👍👍,5
APLIKASI RA JELAS BLASS WONG CM MAU GANTI SANDI KOK DI PERSULIT NGATUR BGT KOCAG,1
sagat bagus,5
keren aplikasi nya,5
good,5
good,5
Kokgak bisa masukin akun,1
saya suka instagram karna hasil fotonya yang bagus 😎👍🤩,5
100% mantap,5
"Instagram's algorithm needs significant improvement in understanding user preferences, despite my clear interest in sports, cycling, and book reviews, my feed is constantly polluted with irrelevant content like cooking or food videos, rendering the 'Not Interested' feature seemingly useless.",3
good,5
filter nya rada kurang,1
Fifty² thank you very much instagram,3
Bisa menjadi tempat menyalurkan hobi,5
Aplikasi oke,5
bagus,5
aplikasi gk jelas bisa bisa kebanned padahal gak ngapa ngapain.diajuin banding juga udah gk bisa sampe sekarang. menyusahkan saja,1
Selalu lebih baik lagi dari yang kemarin the best,5
sangat baik,5
sangat baik,5
Harus menjadi lebih baik 👍👍,5
bagus kok,5
sangat bagus,5
very good,5
cakep,5
okehh,5
good aplikasi sosial media for me,5
Wow keren sekali,5
aplikasi ini begitu menyenangkan,5
kecewa sih fitur catatan di postingan udah dihapus,4
sangat cocok,5
Sangat membantu mewarnai setiap aktivitas ♥️♥️♥️♥️. Saran saya kalau bisa untuk video reel diperpanjang sampai 5 menit👏👏👏👏,5
"baguss, sayaa sukaq",5
Instagram membuat saya bertemu dengan sahabat lama yg hilang kontak.,5
keren,5
walaupun folowers nya dikit tapi tetep bisa live,5
gak bisa buka,1
seru,5
enak le ko jangan lupe kau donglod,5
mantul,5
Okey...,5
gabisa livestreaming,4
"apk Instagram sekarang kenapa ya, kok ngelag gitu. padahal aku data/wifi ada kok, tapi ngecek sesuatu susah. ngecek profil orang yang follow akunku aja gk bisa dan gk kelihatan kalau orang itu udah follow. padahal sebelum²nya cukup buka profil seseorang aja kita bisa tau dia follow akun kita atau GK, tapi sekarang bolak-balik pun tetap gk bisa di cek",3
mantap deh maki lama makin oke Ig ini,5
saya senang menggunakan instagram,4
nih yang buat Instagram pada kenapa ya dikit dikit akun gw hilang nonaktif gila nih aplikasi sial banget,1
instagram sangat baik bagi Saya dia menemaniku saat aku bosang,3
okey boss ku,5
cukup baik,5
Bagusss,5
a triple amazing,5
ok,5
"tdk bisa memberi like ,setiap ngadih like selalu mbalik trs g pernah bisa",2
Good performa,5
enak buat d gunakan... 😇,5
minus nya gak bisa buat akun baru kocak,4
kelaz king 🔥🔥🔥,5
menyukai Instagram,5
"Allhamdulillah, Easy to use. Very Usefull 👍🏼👍🏼👍🏼",5
ok,5
mntap,1
semoga Instagram membuat fitur musik di cerita lebih dari 15 detik dan Maksimal 1 menit,5
"Tidak bisa mengirim pesan kesesama pengikut, tulisannya, ""Tidak dapat mengirim pesan"" padahal akun aktif",1
mantap men,5
sangat bagus,5
bisa buat berbisnis,5
iinstargam aplikasi paling hebat,5
ya begitu lah kira kira,4
ga bsa login,1
bagus saya suka,4
ok,5
"knp Ig skrg GK kyk dulu y,knp saya login aja dipersulit,pdhl saya lupa kata sandi trs biasanya klo Uda dikasi kode wa bisa masuk dan gmpang,tpi skrg dipersulit,kmaren aku Uda verifikasi wajah katanya nunggu 3 hari kerja,tpi kok ini Uda 3 hari tpi ga ad respon dan saya berusaha masuk ttp GK bsa, tolong dong dibantu ini gmn ya",1
kenapa ukuran apk yang tiba-tiba bertambah trus suka nge laglag juga setiap nonton reels agak nge lag ram ku masih banyak banget kok terus kalau buka aplikasi lain bagus bagus aja kenapa ya?ukuran penyimpanan aneh udah bagus di 100an malah naik ke 200an terpaksa install ulang lagi benerin lah bug bug nya instagram FB nge bug pusing gw pusing banget kerjaan gw hapus install hapus install mulu kerna ngebug terus data penyimpanan nya kenapa sih? biasakan baca baca in keluhan user min!!,1
"tolong dong, kalau saat memutar video bisa di_pause apabila kita ingin baca komentar. jangan terus berputar saat ingin baca dan tulis komentar. tolong diubah karena ini sangat mengganggu.",3
mantap,3
bagusssssssssssssss⭐⭐🌟⭐⭐⭐⭐🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟⭐🌟⭐🌟⭐⭐🌟⭐🌟⭐⭐🌟⭐🌟⭐🌟⭐⭐🌟⭐⭐🌟⭐🌟⭐⭐,5
ok,5
please provide song remover feature in our post!,2
sangat baik,5
ribet amat mau buat story..,5
baik dan bagus,5
Bagusss,5
nice,4
Bagus,5
aplikasinya bagus banget,5
susah buka postingan lama,2
yooo,5
ok,5
bagus,5
seru,5
terbaik,5
program budaya yang sangat bagus untuk menunjang kinerja perusahaan,5
sangat bagus dan menghibur,5
instagram versi web nya kurang bisa dipake buat ngonten ..makasih udah mempersulit,1
aplikasi ny bgs tp tlg efek ny sepwrtu ttk ya,4
Bagus juga ini ig,5
mantap,5
ok,5
baguss bgt sumpah puas banget,4
nge bug mulu kalo mau upload,1
Good Good,1
nice,5
mantap,5
baguss,5
🔥🔥🔥🔥,5
aplikasi ini sangat bagus dan mudah digunakan,5
suka 💖,5
banyak reels brainrot tung tung tung sahur,5
sangat bagus,5
mantap,5
Keseringan update!!,2
Saya suka Instagram,5
sngt la bagus,5
GOODDDD,4
aplikasi terbagus,5
bagus,5
good vellas,5
keren,5
update trus biar tmbah tambah bgus,5
saya kecewa karena pihak META/INSTAGRAM Krn pilih kasih ... fitur notes feed & reels di IG saya di hilangin... tapi teman yg lain masih ada yg muncul... mohon balikin lagi fitur notes feed & reels ( bagikan catatan)... klo tidak saya uninstall.. !!!!,1
bagus sekali,5
"gk bisa buka profil,tiap buka profil langsung keluar aplikasi",1
membantu,5
very good,3
FITUR CATATANNYA BALIKINNNN,3
👍,5
udah bagus tapi lama lama efeknya yang divaoritin hilang mohon diperbaiki yah 🙏,4
"sudah okeee,tapi saran saya coba kasih efek yang bisa buat Velocity 🗿",4
upload lebih mudah,5
ya bagus,5
kecewa soalnya di aku fitur komentar di story gk ada padahal selalu ku update,1
mantap,5
Aplikasi bagus utk menyimpan fhoto dan video disetiap moment.,5
semua efek di Instagram tiba² aja ke hapus padahal efek nya bagus² tolong di perbaiki,3
apk nya gak jelas orang gak melakukan kesalahan tiba tiba di blokir permanen,1
"tolong lah ig, saya udh pengguna lamamu, tapi kenapa aku gak bisa cari ig kawanku padahal aku gak di blok dan temanku juga gak menonaktifkan ig nya, tapi kawanku bisa cari username ku",1
"apk nya bagus👍, plss saya benci banget yang komen ""apk nya bagus!!!!!!!??!!? apa liat² bawah kan dah di bilang bagus"" kalian itu gapernah di ajarin sopan santun pa? pokoknya benci ma orang² ke gitu lah ,lain kali jangan gitu ya watepak mennnnn!!!!!!!",5
Bagus kren,5
Instagram sangat membatu ku mencari teman teman ku sangat bagus bintang/5,5
suka,5
"Bagus,Bagus,Bagus",5
aplikasi bagus dan sangat bermanfaat,5
loading terus jadi tidak bisa masuk di Instagram 😒,1
mantaap ....,3
bagus banget,5
bismillah semoga bisa meningkatkan kinerja di instagram,5
sangat suka dengan aplikasi ini,5
seru banget,5
menyala wiiii,4
nice 🔥,5
ok,5
bagus,5
Bagus,5
"tolong min ini bug atau gimana, akun gua kan gua nonaktifin sementara, nah kebetulan gua lupa sandi dan usn, gua cari pake nomer masukin kode bisa ketemu pengguna instagram, pas gua mau ganti sandi malah ada bacaan unexpected expection, plis uda sebulan gua coba ganti gitu trs, ada update gua selalu update ☺️🥲",2
"sosmet yg kompit kerennn,",5
gak bisa masukin akun lainnya padahal udh bener sandi sama Gmail nya,1
ig ku bug pas masuk aplikasinya,2
jelek bgt,1
mantap,5
bagus seperti tiktok beda instrgam mah banyak,5
"Sorotan saya kok hilang semua, selain itu suara postingan reels ku juga hilang",4
canggih,5
mantap,5
ini kenapa dah ko dibagian pencarian jadi reels semua gada postingan fotonya lagi ga enak sekarang liatnya enak yang dulu.,1
gabisa masuk masuk akun !,1
baik,3
sngt bagus dan harus diperbaruii lagi,5
"Akun Instagram saya tidak ada fitur memasang musik di profil, ditambah lagi sekarang ig malah sering keluar aplikasi sendiri",1
harus mencari identitas,2
saya kasih bintang 3 karna sangat kecewa dalam beberapa hari ini saya tidak bisa nge dm pengikut baru atau orang yang saya ikuti,3
"Aplikasi terburik dalam keamanan nya, cocok ga dapet bintang 2. ada laporan tidak ada tindakan lanjut, huu aplikasi jelek.",1
good,5
ok bangeett,5
keren,2
mantap,5
susah buat akun Instragram,1
aplikasi yang sangat baik,4
keren,5
sering update malah makin kurang,2
bagus,2
Filter ny lumayan bagus bagus sih Tpi lebih bagus snow,4
Best App,5
mantap,5
Mayan buat kontak yg ilang,5
Sangat Bagus,5
yaaaaaaa!!!,5
bagus bgtt,4
"bagus, iya, baguss",5
SUKAAA,5
gue kaga bisa masuk ke akun gue anj lah,1
aplikasi yg mantap,5
membuat semua orang bahagia,5
aplikasi butut dari dulu,1
kena filter ig aku GK ada hilang semua 😭 padahal udah di cari,1
Mantap Ig,5
fiturnya tambah banyak,5
Lumayan 😁,3
jelek,1
ga bisa posting foto,1
seru sih soalnya bisa live streaming pokoknya kalo ada yg live streaming itu ada notifikasi 🤎,3
bagus,5
sanggat bagus sekali aku sangat suka banget dengan instgram,5
suka soalnya bisa buat foto foto tapi menurut aku tambahin kayak video video buat anak dibawa 18+ yahh biar kalo anak anak pakek Ig biar aman aja sekian terimakasih,5
oke sangat la,5
sangat baik di gunakan,5
aku sangat suka dengan aplikasi yg satu ini,4
bagusssssssssssssss banget deh scroll juga gak erorrr,5
bagus,4
sangat puas,5
gaa bisa login malah suruh paks bahasa inggris,1
memuaskan sihhh,4
"min kenapa ig saya tiba"" menjadi aju bandingkan padahal saya gada pos aneh"" dan ga ngetag"" aneh""",3
bagus,4
baguss,5
"entah kenapa semakin banyak fitur semakin ngelag ig sekarang, kadang eror, kecewa banget sii",1
sangat bagus,5
kenapa bagikan catatan berupa vidio sudah tidak ada fitur nya lagi? padahal banyak yg suka,2
Suka Buangettt Dengan Instagram 👍👍👍❤️❤️❤️,5
Dengan adanya apk Instagram sangat membantu bisnis saya dan banyak bertemu dengan teman baik negara maupun luar negeri👍👍 saya kasih 5 bintang lah,5
kenapa sih download nya sudah kalo udah 99 jadi nol lagi setiap mau download gitu trs,2
bagusss,5
baik,4
wow,4
Cukup baik,5
"tolong dong,kalo akun baru di buat jangam mudah untuk di blokir",3
sangat bagus aku cuman minta sama ig balek kan lag lagi filter igg,5
gooood,5
"apa ini? akun Instagram saya di nonaktifkan selamanya, padahal saya tidak pernah melakukan pelanggaran apapun. tolong dong, akun udh lama itu. banyak foto"" gajelas Instagram skrng.",1
aplikasi ini sangat gacor dan keren,5
Bagus,5
sangat membantu,5
sangat oke,5
sangat bagus,5
seru banget aplikasi Instagram ini bisa bertemu temen temen yang anda suka i mokok nya seru banget gitu,5
good,5
aplikasi lumayan bagus aku kasih 5👌,5
sangat bagus,5
kecewa gw follow cewe gak di follback,1
Sangat Suka,5
Aplk sangat bagus. Sukses sll,5
"Good application, but please, I have secured everything, why did I suddenly follow people I don't know and when I play this application, suddenly I like a lot of people even though I only like games, I don't like other short videos, only I can access my account",2
ngak bagus buat akun baru tidak tersedia jelek aplikasinya ini,1
gk bsa lngsng psang d status wa,4
bagus,5
tambahin fitur biar kita bisa lihat siapa yg unffollow kita dong 🥲,5
sangat ɓaik,5
mudah menggunakan aplikasi ny,5
aplikasi nya bagus banget,4
mantap,5
lumayan,5
bagus loading nya cepat,5
dari kemarin banding terus ga bisa dibuka,1
oke aja sih,5
Bagus tapi kalo udahh ada yang baru susah untuk di update,5
"instagram makin jelek sekarang, setiap menonton reels dan durasinya selesai ikutan selesai videonya tidak seperti dulu yg bisa diulang pemutarannya.",1
sangat membantu dalam bermedia sosial,5
saya Tidak dapat menggunakan filter JJ lagi. tolong di kembalikan dong,5
apk yg sangat luar biasa dan bermanfaat,5
sangat suka sekali,5
tambahin fitur overlay vidio harus nya min jangan foto doang yang bisa ditambah sama di overlay,4
jelek,1
bagus,4
mantap,5
OK,5
"knp ya klo saya nge tag orang, org tida bisa membalas cerita dari saya di stories? tolong dong min bantuu🥺",1
snagtt memuaskan,5
tidak boleh hapus yang saya kesnaik,1
memang Joss,5
mantab,5
suka karna banyak video² lucu²,4
kembalikan tool catatan,5
"aplikasi ini bagus banget,cumn satu kembalikan opsi catatan di ig min plis balikin ya, soal enak buat kode²",5
aplikasi sangat bagus kita cari apa di dalam pasti ada,5
bagus apknya aku suka trs enak buat pakek sg (story Instragram) bagus bagus,5
keren lah,5
"I suggest creating a feature where photo posts on Instagram can't be screenshotted, because that is very dangerous and the photos are prone to being stolen by irresponsible people.",5
tidak bisa dibukak,1
bagusss,5
lajukan,3
nyaman,5
saya sedikit kecewa karena akun saya di tangguhkan tanpa alasan dan proses pengajuan banding memerlukan waktu yang sangat lama,2
ga bisa dibuka,1
👍,5
very good,5
bagus pengen foto pake sticker,5
sangat bagus,5
wow spaghetti enak,5
bagus,5
mudah2 bisa hasil rejeki dari Ig.,5
"why are notes on reels/ig feeds deleted??? , although it is very useful, please make updates useful for users, not at all. If the end of the update continues to be deleted again, whatever the updates",1
bagua,5
membantu mencari teman,4
lebih baik,5
mantap,5
bagus,5
bermanfaat!!,5
Hebat,5
mntap,5
"arsip cerita hilang, gimana ini tolong dong di koreksi",1
"GUE MAU BUAT STORY ""KESALAHAN"" TERUS CAPE plis tolong benerin gimana",1
awesome,5
good banget,5
Saya suka,5
lebih menyenagkan,5
"akun saya udh beberapa kali ditangguhkan, saya banding, besok nya ditangguhkan lagi, saya banding lagi besok kek gitu lagi dan makan 1 korban akun saya.. bikin akun baru eh trnyata sama kayak akun yg lama.. akun saya asli kenapa harus dicurigai.. dowload ig mau nyari info dan lain lain malah dipersulit.. TOLONG DIBENAHI",1
baik sekali,5
instagram mantaapp,5
merasa puaso,3
okelah,4
👍👍👍👍,5
ok,5
gampang eror,1
Aplikasinya sangat bagus mudah menggunakannya.,4
permisi kak saya ingin mengeluh bahwa letak draft di aplikasi ini Uda gak ada atau gimna,2
"Tampilan instagram saya kok ga update ya padahal aplikasi sudah saya perbarui. Notif ngelag, harus close aplikasi dulu.",1
"mantap, berguna",5
Gokil,5
semakin kereeeeen,5
good,5
sayangnya aplikasi nya gabisa buat edit poto,2
mantap,5
tolong kurangin video yang tidak senonoh 🙏,1
good vibe as good moment,5
ok,5
karenaa saya mau membuat SG yang di kirim oleh temen saya kenpa itu vidio nya tidak tersedia padahal saya udah uplod tdi tapi tiba tiba hilang,1
bagus,3
"saya mohonkan kepada pihak instagram tolong aktifkan kembali fitur penyimpanan, ketika pengguna mengambil foto/video dengan kamera instagram tanpa harus menguploadnya terlebih dahulu.terimakasih🙏🏻",2
semua bagus,5
baik sekali,4
"Instagram sekarang susah banget buat di minta bantuan login, semuanya di persulit. dulu kalo akun aku ga bisa di login in, tinggal pake face sama masukin gmail baru tapi sekarang bahkan ga di bantuin apa apa. (!) akun aku sekarang ga bisa aku login in, padahal aku betul betul tau pw aku apa, tapi selalu di arahinnya ke kirim kode sms atau WA. kenapa?? padahal pw nya udah benar! ga tau harus gimana lagi, bisanya nangis doang lemes banget siapa pun tolong",1
puas,5
aplikasi yang sangat menyenangkan untuk hiburan,5
lumayan berguna,5
saya sangat menyukainya dan sangat ada kemajuan bagi diri saya...,5
goodlah,5
"aplikasi error, ini yg buat agak agak",1
why cannot post,4
saya suka sama ini,5
apalah mau login ke akun suruh coba lagi padahal udh bener coba lagi coba lagi capek bikin emosi,1
bagus,5
story temen ada yang bisa di liat ada yang ngga padahal internet lancar tapi loading melulu ga ada abisnya,1
Terbaiklah IG,5
TOLONG KEMBALIIN FITUR CATATAN DI IG GA BISA LAGI KITA ngode ngode atau bikin fitur posting ulang plisss🙏🙏😭,3
waktu yang tidak ❌❌❌,5
saya ko gabisa buat catatan reels ig ya,3
"please bring back the reels notes feature! “there are less ppl using it."" is a LIE !!",4
Ig saya slalu ke bend,3
sangatlah Bagus,5
Karena aplikasih ini bisa menemani hari Hari kits,5
👍,5
mantab,5
"saya akan menjadi seorang konter kreator terkenal, Aaminn",5
saya suka dengan Ig,5
"bagus bet tapi ada kekurangan nya, kekurangan nya itu di pencarian nya sering muncul hal yang tidak bagus di tonton",4
ini ko gada updaten nya??,4
sangat baik,5
sangat senang dengan apk Instagram,5
good,5
ok,5
makin hari makin cakeppp,5
toppp,5
amazing,5
sangat bagus,5
suka banget dengan aplikasi Instagram ini.,5
